Sno,Name,Price,Orders,Date
1,Biryani,150,68,2022-12-02
2,Shawarma,120,71,2022-12-02
3,Appam,30,198,2022-12-02
4,Dosa,70,220,2022-12-02
5,Paratha,40,299,2022-12-02
6,Samosa,20,106,2022-12-02
7,Chicken Curry,140,98,2022-12-02
8,Paneer Tikka,180,52,2022-12-02
9,Mutton Biryani,250,61,2022-12-02
10,Rasam,70,82,2022-12-02
11,Palak Paneer,160,26,2022-12-02
12,Fried Rice,130,75,2022-12-02
13,Gulab Jamun,80,27,2022-12-02
14,Chicken 65,160,79,2022-12-02
15,Butter Chicken,200,117,2022-12-02
16,Veg Meals,110,87,2022-12-02
17,Chappathi,50,314,2022-12-02
18,Aloo Gobi,140,48,2022-12-02
19,Kadai Chicken,200,73,2022-12-02
20,Fish Curry,140,65,2022-12-02
1,Biryani,150,120,2022-12-03
2,Shawarma,120,63,2022-12-03
3,Appam,30,179,2022-12-03
4,Dosa,70,188,2022-12-03
5,Paratha,40,334,2022-12-03
6,Samosa,20,107,2022-12-03
7,Chicken Curry,140,100,2022-12-03
8,Paneer Tikka,180,40,2022-12-03
9,Mutton Biryani,250,64,2022-12-03
10,Rasam,70,66,2022-12-03
11,Palak Paneer,160,62,2022-12-03
12,Fried Rice,130,47,2022-12-03
13,Gulab Jamun,80,45,2022-12-03
14,Chicken 65,160,100,2022-12-03
15,Butter Chicken,200,97,2022-12-03
16,Veg Meals,110,73,2022-12-03
17,Chappathi,50,346,2022-12-03
18,Aloo Gobi,140,45,2022-12-03
19,Kadai Chicken,200,80,2022-12-03
20,Fish Curry,140,75,2022-12-03
1,Biryani,150,106,2022-12-04
2,Shawarma,120,65,2022-12-04
3,Appam,30,185,2022-12-04
4,Dosa,70,200,2022-12-04
5,Paratha,40,351,2022-12-04
6,Samosa,20,92,2022-12-04
7,Chicken Curry,140,102,2022-12-04
8,Paneer Tikka,180,31,2022-12-04
9,Mutton Biryani,250,55,2022-12-04
10,Rasam,70,73,2022-12-04
11,Palak Paneer,160,29,2022-12-04
12,Fried Rice,130,75,2022-12-04
13,Gulab Jamun,80,66,2022-12-04
14,Chicken 65,160,111,2022-12-04
15,Butter Chicken,200,115,2022-12-04
16,Veg Meals,110,63,2022-12-04
17,Chappathi,50,335,2022-12-04
18,Aloo Gobi,140,28,2022-12-04
19,Kadai Chicken,200,100,2022-12-04
20,Fish Curry,140,70,2022-12-04
1,Biryani,150,69,2022-12-05
2,Shawarma,120,62,2022-12-05
3,Appam,30,199,2022-12-05
4,Dosa,70,204,2022-12-05
5,Paratha,40,296,2022-12-05
6,Samosa,20,98,2022-12-05
7,Chicken Curry,140,79,2022-12-05
8,Paneer Tikka,180,57,2022-12-05
9,Mutton Biryani,250,56,2022-12-05
10,Rasam,70,83,2022-12-05
11,Palak Paneer,160,38,2022-12-05
12,Fried Rice,130,67,2022-12-05
13,Gulab Jamun,80,24,2022-12-05
14,Chicken 65,160,76,2022-12-05
15,Butter Chicken,200,90,2022-12-05
16,Veg Meals,110,89,2022-12-05
17,Chappathi,50,333,2022-12-05
18,Aloo Gobi,140,36,2022-12-05
19,Kadai Chicken,200,71,2022-12-05
20,Fish Curry,140,69,2022-12-05
1,Biryani,150,78,2022-12-06
2,Shawarma,120,63,2022-12-06
3,Appam,30,201,2022-12-06
4,Dosa,70,213,2022-12-06
5,Paratha,40,309,2022-12-06
6,Samosa,20,104,2022-12-06
7,Chicken Curry,140,89,2022-12-06
8,Paneer Tikka,180,41,2022-12-06
9,Mutton Biryani,250,47,2022-12-06
10,Rasam,70,96,2022-12-06
11,Palak Paneer,160,62,2022-12-06
12,Fried Rice,130,55,2022-12-06
13,Gulab Jamun,80,28,2022-12-06
14,Chicken 65,160,82,2022-12-06
15,Butter Chicken,200,83,2022-12-06
16,Veg Meals,110,85,2022-12-06
17,Chappathi,50,317,2022-12-06
18,Aloo Gobi,140,42,2022-12-06
19,Kadai Chicken,200,82,2022-12-06
20,Fish Curry,140,76,2022-12-06
1,Biryani,150,77,2022-12-07
2,Shawarma,120,56,2022-12-07
3,Appam,30,206,2022-12-07
4,Dosa,70,221,2022-12-07
5,Paratha,40,308,2022-12-07
6,Samosa,20,97,2022-12-07
7,Chicken Curry,140,81,2022-12-07
8,Paneer Tikka,180,52,2022-12-07
9,Mutton Biryani,250,53,2022-12-07
10,Rasam,70,60,2022-12-07
11,Palak Paneer,160,46,2022-12-07
12,Fried Rice,130,59,2022-12-07
13,Gulab Jamun,80,33,2022-12-07
14,Chicken 65,160,75,2022-12-07
15,Butter Chicken,200,79,2022-12-07
16,Veg Meals,110,95,2022-12-07
17,Chappathi,50,317,2022-12-07
18,Aloo Gobi,140,48,2022-12-07
19,Kadai Chicken,200,75,2022-12-07
20,Fish Curry,140,78,2022-12-07
1,Biryani,150,72,2022-12-08
2,Shawarma,120,57,2022-12-08
3,Appam,30,205,2022-12-08
4,Dosa,70,213,2022-12-08
5,Paratha,40,305,2022-12-08
6,Samosa,20,110,2022-12-08
7,Chicken Curry,140,84,2022-12-08
8,Paneer Tikka,180,54,2022-12-08
9,Mutton Biryani,250,58,2022-12-08
10,Rasam,70,58,2022-12-08
11,Palak Paneer,160,55,2022-12-08
12,Fried Rice,130,70,2022-12-08
13,Gulab Jamun,80,47,2022-12-08
14,Chicken 65,160,98,2022-12-08
15,Butter Chicken,200,82,2022-12-08
16,Veg Meals,110,96,2022-12-08
17,Chappathi,50,322,2022-12-08
18,Aloo Gobi,140,59,2022-12-08
19,Kadai Chicken,200,72,2022-12-08
20,Fish Curry,140,79,2022-12-08
1,Biryani,150,69,2022-12-09
2,Shawarma,120,68,2022-12-09
3,Appam,30,203,2022-12-09
4,Dosa,70,204,2022-12-09
5,Paratha,40,327,2022-12-09
6,Samosa,20,118,2022-12-09
7,Chicken Curry,140,78,2022-12-09
8,Paneer Tikka,180,58,2022-12-09
9,Mutton Biryani,250,57,2022-12-09
10,Rasam,70,83,2022-12-09
11,Palak Paneer,160,52,2022-12-09
12,Fried Rice,130,55,2022-12-09
13,Gulab Jamun,80,57,2022-12-09
14,Chicken 65,160,95,2022-12-09
15,Butter Chicken,200,102,2022-12-09
16,Veg Meals,110,94,2022-12-09
17,Chappathi,50,324,2022-12-09
18,Aloo Gobi,140,23,2022-12-09
19,Kadai Chicken,200,79,2022-12-09
20,Fish Curry,140,81,2022-12-09
1,Biryani,150,114,2022-12-10
2,Shawarma,120,73,2022-12-10
3,Appam,30,182,2022-12-10
4,Dosa,70,192,2022-12-10
5,Paratha,40,332,2022-12-10
6,Samosa,20,91,2022-12-10
7,Chicken Curry,140,99,2022-12-10
8,Paneer Tikka,180,34,2022-12-10
9,Mutton Biryani,250,62,2022-12-10
10,Rasam,70,89,2022-12-10
11,Palak Paneer,160,44,2022-12-10
12,Fried Rice,130,55,2022-12-10
13,Gulab Jamun,80,50,2022-12-10
14,Chicken 65,160,107,2022-12-10
15,Butter Chicken,200,110,2022-12-10
16,Veg Meals,110,85,2022-12-10
17,Chappathi,50,350,2022-12-10
18,Aloo Gobi,140,42,2022-12-10
19,Kadai Chicken,200,106,2022-12-10
20,Fish Curry,140,58,2022-12-10
1,Biryani,150,127,2022-12-11
2,Shawarma,120,65,2022-12-11
3,Appam,30,182,2022-12-11
4,Dosa,70,194,2022-12-11
5,Paratha,40,337,2022-12-11
6,Samosa,20,84,2022-12-11
7,Chicken Curry,140,88,2022-12-11
8,Paneer Tikka,180,40,2022-12-11
9,Mutton Biryani,250,60,2022-12-11
10,Rasam,70,53,2022-12-11
11,Palak Paneer,160,40,2022-12-11
12,Fried Rice,130,69,2022-12-11
13,Gulab Jamun,80,46,2022-12-11
14,Chicken 65,160,85,2022-12-11
15,Butter Chicken,200,107,2022-12-11
16,Veg Meals,110,60,2022-12-11
17,Chappathi,50,338,2022-12-11
18,Aloo Gobi,140,17,2022-12-11
19,Kadai Chicken,200,90,2022-12-11
20,Fish Curry,140,56,2022-12-11
1,Biryani,150,65,2022-12-12
2,Shawarma,120,62,2022-12-12
3,Appam,30,206,2022-12-12
4,Dosa,70,204,2022-12-12
5,Paratha,40,301,2022-12-12
6,Samosa,20,108,2022-12-12
7,Chicken Curry,140,77,2022-12-12
8,Paneer Tikka,180,46,2022-12-12
9,Mutton Biryani,250,47,2022-12-12
10,Rasam,70,86,2022-12-12
11,Palak Paneer,160,43,2022-12-12
12,Fried Rice,130,59,2022-12-12
13,Gulab Jamun,80,35,2022-12-12
14,Chicken 65,160,74,2022-12-12
15,Butter Chicken,200,80,2022-12-12
16,Veg Meals,110,93,2022-12-12
17,Chappathi,50,309,2022-12-12
18,Aloo Gobi,140,54,2022-12-12
19,Kadai Chicken,200,75,2022-12-12
20,Fish Curry,140,59,2022-12-12
1,Biryani,150,77,2022-12-13
2,Shawarma,120,54,2022-12-13
3,Appam,30,209,2022-12-13
4,Dosa,70,215,2022-12-13
5,Paratha,40,299,2022-12-13
6,Samosa,20,109,2022-12-13
7,Chicken Curry,140,78,2022-12-13
8,Paneer Tikka,180,46,2022-12-13
9,Mutton Biryani,250,61,2022-12-13
10,Rasam,70,93,2022-12-13
11,Palak Paneer,160,45,2022-12-13
12,Fried Rice,130,59,2022-12-13
13,Gulab Jamun,80,47,2022-12-13
14,Chicken 65,160,73,2022-12-13
15,Butter Chicken,200,90,2022-12-13
16,Veg Meals,110,91,2022-12-13
17,Chappathi,50,325,2022-12-13
18,Aloo Gobi,140,57,2022-12-13
19,Kadai Chicken,200,59,2022-12-13
20,Fish Curry,140,66,2022-12-13
1,Biryani,150,79,2022-12-14
2,Shawarma,120,66,2022-12-14
3,Appam,30,205,2022-12-14
4,Dosa,70,210,2022-12-14
5,Paratha,40,301,2022-12-14
6,Samosa,20,104,2022-12-14
7,Chicken Curry,140,79,2022-12-14
8,Paneer Tikka,180,49,2022-12-14
9,Mutton Biryani,250,53,2022-12-14
10,Rasam,70,72,2022-12-14
11,Palak Paneer,160,46,2022-12-14
12,Fried Rice,130,46,2022-12-14
13,Gulab Jamun,80,53,2022-12-14
14,Chicken 65,160,73,2022-12-14
15,Butter Chicken,200,80,2022-12-14
16,Veg Meals,110,89,2022-12-14
17,Chappathi,50,315,2022-12-14
18,Aloo Gobi,140,46,2022-12-14
19,Kadai Chicken,200,78,2022-12-14
20,Fish Curry,140,96,2022-12-14
1,Biryani,150,70,2022-12-15
2,Shawarma,120,75,2022-12-15
3,Appam,30,205,2022-12-15
4,Dosa,70,210,2022-12-15
5,Paratha,40,304,2022-12-15
6,Samosa,20,106,2022-12-15
7,Chicken Curry,140,88,2022-12-15
8,Paneer Tikka,180,62,2022-12-15
9,Mutton Biryani,250,44,2022-12-15
10,Rasam,70,82,2022-12-15
11,Palak Paneer,160,48,2022-12-15
12,Fried Rice,130,41,2022-12-15
13,Gulab Jamun,80,37,2022-12-15
14,Chicken 65,160,54,2022-12-15
15,Butter Chicken,200,91,2022-12-15
16,Veg Meals,110,96,2022-12-15
17,Chappathi,50,306,2022-12-15
18,Aloo Gobi,140,46,2022-12-15
19,Kadai Chicken,200,84,2022-12-15
20,Fish Curry,140,88,2022-12-15
1,Biryani,150,89,2022-12-16
2,Shawarma,120,70,2022-12-16
3,Appam,30,194,2022-12-16
4,Dosa,70,208,2022-12-16
5,Paratha,40,310,2022-12-16
6,Samosa,20,106,2022-12-16
7,Chicken Curry,140,79,2022-12-16
8,Paneer Tikka,180,47,2022-12-16
9,Mutton Biryani,250,50,2022-12-16
10,Rasam,70,75,2022-12-16
11,Palak Paneer,160,51,2022-12-16
12,Fried Rice,130,76,2022-12-16
13,Gulab Jamun,80,60,2022-12-16
14,Chicken 65,160,86,2022-12-16
15,Butter Chicken,200,95,2022-12-16
16,Veg Meals,110,91,2022-12-16
17,Chappathi,50,315,2022-12-16
18,Aloo Gobi,140,37,2022-12-16
19,Kadai Chicken,200,100,2022-12-16
20,Fish Curry,140,68,2022-12-16
1,Biryani,150,95,2022-12-17
2,Shawarma,120,63,2022-12-17
3,Appam,30,188,2022-12-17
4,Dosa,70,206,2022-12-17
5,Paratha,40,350,2022-12-17
6,Samosa,20,105,2022-12-17
7,Chicken Curry,140,96,2022-12-17
8,Paneer Tikka,180,44,2022-12-17
9,Mutton Biryani,250,62,2022-12-17
10,Rasam,70,93,2022-12-17
11,Palak Paneer,160,38,2022-12-17
12,Fried Rice,130,56,2022-12-17
13,Gulab Jamun,80,49,2022-12-17
14,Chicken 65,160,83,2022-12-17
15,Butter Chicken,200,112,2022-12-17
16,Veg Meals,110,76,2022-12-17
17,Chappathi,50,356,2022-12-17
18,Aloo Gobi,140,14,2022-12-17
19,Kadai Chicken,200,99,2022-12-17
20,Fish Curry,140,67,2022-12-17
1,Biryani,150,118,2022-12-18
2,Shawarma,120,66,2022-12-18
3,Appam,30,184,2022-12-18
4,Dosa,70,208,2022-12-18
5,Paratha,40,349,2022-12-18
6,Samosa,20,84,2022-12-18
7,Chicken Curry,140,88,2022-12-18
8,Paneer Tikka,180,35,2022-12-18
9,Mutton Biryani,250,57,2022-12-18
10,Rasam,70,67,2022-12-18
11,Palak Paneer,160,44,2022-12-18
12,Fried Rice,130,49,2022-12-18
13,Gulab Jamun,80,30,2022-12-18
14,Chicken 65,160,98,2022-12-18
15,Butter Chicken,200,110,2022-12-18
16,Veg Meals,110,65,2022-12-18
17,Chappathi,50,342,2022-12-18
18,Aloo Gobi,140,28,2022-12-18
19,Kadai Chicken,200,93,2022-12-18
20,Fish Curry,140,60,2022-12-18
1,Biryani,150,71,2022-12-19
2,Shawarma,120,70,2022-12-19
3,Appam,30,200,2022-12-19
4,Dosa,70,213,2022-12-19
5,Paratha,40,295,2022-12-19
6,Samosa,20,94,2022-12-19
7,Chicken Curry,140,81,2022-12-19
8,Paneer Tikka,180,48,2022-12-19
9,Mutton Biryani,250,53,2022-12-19
10,Rasam,70,82,2022-12-19
11,Palak Paneer,160,56,2022-12-19
12,Fried Rice,130,50,2022-12-19
13,Gulab Jamun,80,43,2022-12-19
14,Chicken 65,160,67,2022-12-19
15,Butter Chicken,200,64,2022-12-19
16,Veg Meals,110,83,2022-12-19
17,Chappathi,50,322,2022-12-19
18,Aloo Gobi,140,54,2022-12-19
19,Kadai Chicken,200,78,2022-12-19
20,Fish Curry,140,63,2022-12-19
1,Biryani,150,73,2022-12-20
2,Shawarma,120,59,2022-12-20
3,Appam,30,209,2022-12-20
4,Dosa,70,206,2022-12-20
5,Paratha,40,300,2022-12-20
6,Samosa,20,101,2022-12-20
7,Chicken Curry,140,87,2022-12-20
8,Paneer Tikka,180,53,2022-12-20
9,Mutton Biryani,250,45,2022-12-20
10,Rasam,70,97,2022-12-20
11,Palak Paneer,160,49,2022-12-20
12,Fried Rice,130,51,2022-12-20
13,Gulab Jamun,80,50,2022-12-20
14,Chicken 65,160,83,2022-12-20
15,Butter Chicken,200,80,2022-12-20
16,Veg Meals,110,101,2022-12-20
17,Chappathi,50,325,2022-12-20
18,Aloo Gobi,140,54,2022-12-20
19,Kadai Chicken,200,85,2022-12-20
20,Fish Curry,140,65,2022-12-20
1,Biryani,150,83,2022-12-21
2,Shawarma,120,71,2022-12-21
3,Appam,30,203,2022-12-21
4,Dosa,70,217,2022-12-21
5,Paratha,40,305,2022-12-21
6,Samosa,20,103,2022-12-21
7,Chicken Curry,140,76,2022-12-21
8,Paneer Tikka,180,47,2022-12-21
9,Mutton Biryani,250,60,2022-12-21
10,Rasam,70,74,2022-12-21
11,Palak Paneer,160,46,2022-12-21
12,Fried Rice,130,52,2022-12-21
13,Gulab Jamun,80,42,2022-12-21
14,Chicken 65,160,80,2022-12-21
15,Butter Chicken,200,76,2022-12-21
16,Veg Meals,110,98,2022-12-21
17,Chappathi,50,308,2022-12-21
18,Aloo Gobi,140,63,2022-12-21
19,Kadai Chicken,200,85,2022-12-21
20,Fish Curry,140,77,2022-12-21
1,Biryani,150,65,2022-12-22
2,Shawarma,120,67,2022-12-22
3,Appam,30,206,2022-12-22
4,Dosa,70,211,2022-12-22
5,Paratha,40,304,2022-12-22
6,Samosa,20,106,2022-12-22
7,Chicken Curry,140,82,2022-12-22
8,Paneer Tikka,180,43,2022-12-22
9,Mutton Biryani,250,53,2022-12-22
10,Rasam,70,89,2022-12-22
11,Palak Paneer,160,66,2022-12-22
12,Fried Rice,130,48,2022-12-22
13,Gulab Jamun,80,40,2022-12-22
14,Chicken 65,160,78,2022-12-22
15,Butter Chicken,200,86,2022-12-22
16,Veg Meals,110,105,2022-12-22
17,Chappathi,50,322,2022-12-22
18,Aloo Gobi,140,56,2022-12-22
19,Kadai Chicken,200,84,2022-12-22
20,Fish Curry,140,76,2022-12-22
1,Biryani,150,70,2022-12-23
2,Shawarma,120,66,2022-12-23
3,Appam,30,200,2022-12-23
4,Dosa,70,211,2022-12-23
5,Paratha,40,304,2022-12-23
6,Samosa,20,107,2022-12-23
7,Chicken Curry,140,94,2022-12-23
8,Paneer Tikka,180,51,2022-12-23
9,Mutton Biryani,250,72,2022-12-23
10,Rasam,70,84,2022-12-23
11,Palak Paneer,160,69,2022-12-23
12,Fried Rice,130,58,2022-12-23
13,Gulab Jamun,80,34,2022-12-23
14,Chicken 65,160,55,2022-12-23
15,Butter Chicken,200,99,2022-12-23
16,Veg Meals,110,80,2022-12-23
17,Chappathi,50,329,2022-12-23
18,Aloo Gobi,140,42,2022-12-23
19,Kadai Chicken,200,92,2022-12-23
20,Fish Curry,140,68,2022-12-23
1,Biryani,150,99,2022-12-24
2,Shawarma,120,48,2022-12-24
3,Appam,30,182,2022-12-24
4,Dosa,70,204,2022-12-24
5,Paratha,40,360,2022-12-24
6,Samosa,20,93,2022-12-24
7,Chicken Curry,140,99,2022-12-24
8,Paneer Tikka,180,56,2022-12-24
9,Mutton Biryani,250,50,2022-12-24
10,Rasam,70,61,2022-12-24
11,Palak Paneer,160,42,2022-12-24
12,Fried Rice,130,53,2022-12-24
13,Gulab Jamun,80,45,2022-12-24
14,Chicken 65,160,80,2022-12-24
15,Butter Chicken,200,89,2022-12-24
16,Veg Meals,110,78,2022-12-24
17,Chappathi,50,332,2022-12-24
18,Aloo Gobi,140,26,2022-12-24
19,Kadai Chicken,200,99,2022-12-24
20,Fish Curry,140,81,2022-12-24
1,Biryani,150,123,2022-12-25
2,Shawarma,120,80,2022-12-25
3,Appam,30,179,2022-12-25
4,Dosa,70,188,2022-12-25
5,Paratha,40,348,2022-12-25
6,Samosa,20,89,2022-12-25
7,Chicken Curry,140,101,2022-12-25
8,Paneer Tikka,180,39,2022-12-25
9,Mutton Biryani,250,65,2022-12-25
10,Rasam,70,62,2022-12-25
11,Palak Paneer,160,24,2022-12-25
12,Fried Rice,130,37,2022-12-25
13,Gulab Jamun,80,27,2022-12-25
14,Chicken 65,160,110,2022-12-25
15,Butter Chicken,200,123,2022-12-25
16,Veg Meals,110,66,2022-12-25
17,Chappathi,50,352,2022-12-25
18,Aloo Gobi,140,22,2022-12-25
19,Kadai Chicken,200,96,2022-12-25
20,Fish Curry,140,48,2022-12-25
1,Biryani,150,63,2022-12-26
2,Shawarma,120,63,2022-12-26
3,Appam,30,202,2022-12-26
4,Dosa,70,213,2022-12-26
5,Paratha,40,300,2022-12-26
6,Samosa,20,101,2022-12-26
7,Chicken Curry,140,79,2022-12-26
8,Paneer Tikka,180,58,2022-12-26
9,Mutton Biryani,250,56,2022-12-26
10,Rasam,70,79,2022-12-26
11,Palak Paneer,160,22,2022-12-26
12,Fried Rice,130,51,2022-12-26
13,Gulab Jamun,80,37,2022-12-26
14,Chicken 65,160,70,2022-12-26
15,Butter Chicken,200,78,2022-12-26
16,Veg Meals,110,96,2022-12-26
17,Chappathi,50,314,2022-12-26
18,Aloo Gobi,140,51,2022-12-26
19,Kadai Chicken,200,67,2022-12-26
20,Fish Curry,140,72,2022-12-26
1,Biryani,150,69,2022-12-27
2,Shawarma,120,59,2022-12-27
3,Appam,30,204,2022-12-27
4,Dosa,70,215,2022-12-27
5,Paratha,40,303,2022-12-27
6,Samosa,20,100,2022-12-27
7,Chicken Curry,140,80,2022-12-27
8,Paneer Tikka,180,55,2022-12-27
9,Mutton Biryani,250,54,2022-12-27
10,Rasam,70,74,2022-12-27
11,Palak Paneer,160,51,2022-12-27
12,Fried Rice,130,46,2022-12-27
13,Gulab Jamun,80,24,2022-12-27
14,Chicken 65,160,73,2022-12-27
15,Butter Chicken,200,65,2022-12-27
16,Veg Meals,110,102,2022-12-27
17,Chappathi,50,325,2022-12-27
18,Aloo Gobi,140,43,2022-12-27
19,Kadai Chicken,200,80,2022-12-27
20,Fish Curry,140,60,2022-12-27
1,Biryani,150,95,2022-12-28
2,Shawarma,120,58,2022-12-28
3,Appam,30,199,2022-12-28
4,Dosa,70,212,2022-12-28
5,Paratha,40,290,2022-12-28
6,Samosa,20,102,2022-12-28
7,Chicken Curry,140,79,2022-12-28
8,Paneer Tikka,180,52,2022-12-28
9,Mutton Biryani,250,55,2022-12-28
10,Rasam,70,78,2022-12-28
11,Palak Paneer,160,52,2022-12-28
12,Fried Rice,130,61,2022-12-28
13,Gulab Jamun,80,45,2022-12-28
14,Chicken 65,160,82,2022-12-28
15,Butter Chicken,200,82,2022-12-28
16,Veg Meals,110,96,2022-12-28
17,Chappathi,50,296,2022-12-28
18,Aloo Gobi,140,52,2022-12-28
19,Kadai Chicken,200,67,2022-12-28
20,Fish Curry,140,64,2022-12-28
1,Biryani,150,76,2022-12-29
2,Shawarma,120,60,2022-12-29
3,Appam,30,210,2022-12-29
4,Dosa,70,207,2022-12-29
5,Paratha,40,306,2022-12-29
6,Samosa,20,98,2022-12-29
7,Chicken Curry,140,83,2022-12-29
8,Paneer Tikka,180,39,2022-12-29
9,Mutton Biryani,250,61,2022-12-29
10,Rasam,70,81,2022-12-29
11,Palak Paneer,160,48,2022-12-29
12,Fried Rice,130,69,2022-12-29
13,Gulab Jamun,80,49,2022-12-29
14,Chicken 65,160,64,2022-12-29
15,Butter Chicken,200,77,2022-12-29
16,Veg Meals,110,94,2022-12-29
17,Chappathi,50,307,2022-12-29
18,Aloo Gobi,140,42,2022-12-29
19,Kadai Chicken,200,86,2022-12-29
20,Fish Curry,140,81,2022-12-29
1,Biryani,150,75,2022-12-30
2,Shawarma,120,65,2022-12-30
3,Appam,30,203,2022-12-30
4,Dosa,70,214,2022-12-30
5,Paratha,40,312,2022-12-30
6,Samosa,20,103,2022-12-30
7,Chicken Curry,140,79,2022-12-30
8,Paneer Tikka,180,38,2022-12-30
9,Mutton Biryani,250,65,2022-12-30
10,Rasam,70,74,2022-12-30
11,Palak Paneer,160,56,2022-12-30
12,Fried Rice,130,37,2022-12-30
13,Gulab Jamun,80,46,2022-12-30
14,Chicken 65,160,99,2022-12-30
15,Butter Chicken,200,85,2022-12-30
16,Veg Meals,110,92,2022-12-30
17,Chappathi,50,326,2022-12-30
18,Aloo Gobi,140,44,2022-12-30
19,Kadai Chicken,200,82,2022-12-30
20,Fish Curry,140,81,2022-12-30
1,Biryani,150,116,2022-12-31
2,Shawarma,120,65,2022-12-31
3,Appam,30,170,2022-12-31
4,Dosa,70,197,2022-12-31
5,Paratha,40,331,2022-12-31
6,Samosa,20,88,2022-12-31
7,Chicken Curry,140,99,2022-12-31
8,Paneer Tikka,180,46,2022-12-31
9,Mutton Biryani,250,37,2022-12-31
10,Rasam,70,77,2022-12-31
11,Palak Paneer,160,43,2022-12-31
12,Fried Rice,130,48,2022-12-31
13,Gulab Jamun,80,36,2022-12-31
14,Chicken 65,160,110,2022-12-31
15,Butter Chicken,200,113,2022-12-31
16,Veg Meals,110,99,2022-12-31
17,Chappathi,50,362,2022-12-31
18,Aloo Gobi,140,20,2022-12-31
19,Kadai Chicken,200,95,2022-12-31
20,Fish Curry,140,85,2022-12-31
1,Biryani,150,107,2023-01-01
2,Shawarma,120,69,2023-01-01
3,Appam,30,175,2023-01-01
4,Dosa,70,205,2023-01-01
5,Paratha,40,365,2023-01-01
6,Samosa,20,88,2023-01-01
7,Chicken Curry,140,107,2023-01-01
8,Paneer Tikka,180,26,2023-01-01
9,Mutton Biryani,250,59,2023-01-01
10,Rasam,70,63,2023-01-01
11,Palak Paneer,160,42,2023-01-01
12,Fried Rice,130,68,2023-01-01
13,Gulab Jamun,80,45,2023-01-01
14,Chicken 65,160,103,2023-01-01
15,Butter Chicken,200,110,2023-01-01
16,Veg Meals,110,75,2023-01-01
17,Chappathi,50,345,2023-01-01
18,Aloo Gobi,140,38,2023-01-01
19,Kadai Chicken,200,106,2023-01-01
20,Fish Curry,140,63,2023-01-01
1,Biryani,150,76,2023-01-02
2,Shawarma,120,59,2023-01-02
3,Appam,30,201,2023-01-02
4,Dosa,70,208,2023-01-02
5,Paratha,40,300,2023-01-02
6,Samosa,20,107,2023-01-02
7,Chicken Curry,140,74,2023-01-02
8,Paneer Tikka,180,50,2023-01-02
9,Mutton Biryani,250,54,2023-01-02
10,Rasam,70,82,2023-01-02
11,Palak Paneer,160,56,2023-01-02
12,Fried Rice,130,36,2023-01-02
13,Gulab Jamun,80,27,2023-01-02
14,Chicken 65,160,72,2023-01-02
15,Butter Chicken,200,87,2023-01-02
16,Veg Meals,110,86,2023-01-02
17,Chappathi,50,316,2023-01-02
18,Aloo Gobi,140,38,2023-01-02
19,Kadai Chicken,200,77,2023-01-02
20,Fish Curry,140,67,2023-01-02
1,Biryani,150,72,2023-01-03
2,Shawarma,120,68,2023-01-03
3,Appam,30,205,2023-01-03
4,Dosa,70,213,2023-01-03
5,Paratha,40,309,2023-01-03
6,Samosa,20,99,2023-01-03
7,Chicken Curry,140,90,2023-01-03
8,Paneer Tikka,180,59,2023-01-03
9,Mutton Biryani,250,48,2023-01-03
10,Rasam,70,94,2023-01-03
11,Palak Paneer,160,58,2023-01-03
12,Fried Rice,130,60,2023-01-03
13,Gulab Jamun,80,44,2023-01-03
14,Chicken 65,160,86,2023-01-03
15,Butter Chicken,200,67,2023-01-03
16,Veg Meals,110,95,2023-01-03
17,Chappathi,50,317,2023-01-03
18,Aloo Gobi,140,48,2023-01-03
19,Kadai Chicken,200,71,2023-01-03
20,Fish Curry,140,73,2023-01-03
1,Biryani,150,67,2023-01-04
2,Shawarma,120,61,2023-01-04
3,Appam,30,204,2023-01-04
4,Dosa,70,203,2023-01-04
5,Paratha,40,281,2023-01-04
6,Samosa,20,109,2023-01-04
7,Chicken Curry,140,92,2023-01-04
8,Paneer Tikka,180,59,2023-01-04
9,Mutton Biryani,250,42,2023-01-04
10,Rasam,70,103,2023-01-04
11,Palak Paneer,160,45,2023-01-04
12,Fried Rice,130,50,2023-01-04
13,Gulab Jamun,80,38,2023-01-04
14,Chicken 65,160,79,2023-01-04
15,Butter Chicken,200,77,2023-01-04
16,Veg Meals,110,99,2023-01-04
17,Chappathi,50,315,2023-01-04
18,Aloo Gobi,140,45,2023-01-04
19,Kadai Chicken,200,79,2023-01-04
20,Fish Curry,140,69,2023-01-04
1,Biryani,150,70,2023-01-05
2,Shawarma,120,57,2023-01-05
3,Appam,30,204,2023-01-05
4,Dosa,70,221,2023-01-05
5,Paratha,40,289,2023-01-05
6,Samosa,20,96,2023-01-05
7,Chicken Curry,140,82,2023-01-05
8,Paneer Tikka,180,51,2023-01-05
9,Mutton Biryani,250,62,2023-01-05
10,Rasam,70,80,2023-01-05
11,Palak Paneer,160,64,2023-01-05
12,Fried Rice,130,55,2023-01-05
13,Gulab Jamun,80,25,2023-01-05
14,Chicken 65,160,73,2023-01-05
15,Butter Chicken,200,85,2023-01-05
16,Veg Meals,110,92,2023-01-05
17,Chappathi,50,327,2023-01-05
18,Aloo Gobi,140,57,2023-01-05
19,Kadai Chicken,200,81,2023-01-05
20,Fish Curry,140,67,2023-01-05
1,Biryani,150,87,2023-01-06
2,Shawarma,120,78,2023-01-06
